subject,question_id,question,option_a,option_b,option_c,option_d,answer,topic,tier,discrimination_a,difficulty_b,guessing_c
Vocabulary,1,What does 'ubiquitous' mean?,Rare,Present everywhere,Hidden,Complex,B,Common Words,C2,1.2,-0.5,0.25
Vocabulary,2,What does 'ephemeral' mean?,Permanent,Beautiful,Short-lived,Mysterious,C,Time & Duration,C2,1.3,-0.3,0.25
Vocabulary,3,What does 'pragmatic' mean?,Idealistic,Practical,Theoretical,Emotional,B,Philosophy,C2,1.4,-0.4,0.25
Vocabulary,4,What does 'ambivalent' mean?,Decisive,Clear,Having mixed feelings,Angry,C,Emotions,C2,1.5,-0.2,0.25
Vocabulary,5,What does 'eloquent' mean?,Silent,Fluent and persuasive,Loud,Quiet,B,Communication,C3,1.6,0.2,0.25
Vocabulary,6,What does 'meticulous' mean?,Careless,Quick,Extremely careful and precise,Sloppy,C,Attention to Detail,C3,1.4,0.3,0.25
Vocabulary,7,What does 'resilient' mean?,Weak,Able to recover quickly,Rigid,Fragile,B,Character Traits,C3,1.3,0.1,0.25
Vocabulary,8,What does 'altruistic' mean?,Selfish,Unselfish,Generous,Mean,B,Character Traits,C3,1.5,0.4,0.25
Vocabulary,9,What does 'candid' mean?,Dishonest,Secretive,Frank and honest,Rude,C,Communication,C3,1.2,0.2,0.25
Vocabulary,10,What does 'frugal' mean?,Wasteful,Economical,Rich,Poor,B,Economics,C2,1.4,-0.1,0.25
Vocabulary,11,What does 'gregarious' mean?,Antisocial,Quiet,Sociable,Aggressive,C,Social Behavior,C3,1.6,0.5,0.25
Vocabulary,12,What does 'innovative' mean?,Traditional,Creative and new,Old-fashioned,Boring,B,Innovation,C2,1.5,-0.3,0.25
Vocabulary,13,What does 'lethargic' mean?,Energetic,Sluggish,Alert,Active,B,Energy Levels,C2,1.3,-0.4,0.25
Vocabulary,14,What does 'nostalgic' mean?,Forward-looking,Modern,Longing for the past,Happy,C,Emotions,C2,1.4,-0.2,0.25
Vocabulary,15,What does 'ostentatious' mean?,Modest,Showy,Humble,Simple,B,Behavior,C4,1.8,1.2,0.25
Vocabulary,16,What does 'perplexed' mean?,Confident,Puzzled,Happy,Clear,B,Mental States,C2,1.3,-0.1,0.25
Vocabulary,17,What does 'quixotic' mean?,Practical,Realistic,Idealistic and impractical,Sensible,C,Literature,C4,1.9,1.5,0.25
Vocabulary,18,What does 'reticent' mean?,Talkative,Reserved,Outgoing,Loud,B,Communication,C3,1.5,0.6,0.25
Vocabulary,19,What does 'sagacious' mean?,Foolish,Wise,Young,Old,B,Wisdom,C4,1.8,1.3,0.25
Vocabulary,20,What does 'tenacious' mean?,Weak,Giving up,Persistent,Flexible,C,Persistence,C3,1.7,0.8,0.25
Vocabulary,21,What does 'happy' mean?,Sad,Joyful,Angry,Tired,B,Basic Emotions,C1,0.8,-2.0,0.25
Vocabulary,22,What does 'big' mean?,Small,Large,Tiny,Narrow,B,Size,C1,0.7,-2.2,0.25
Vocabulary,23,What does 'fast' mean?,Slow,Quick,Still,Heavy,B,Speed,C1,0.8,-2.1,0.25
Vocabulary,24,What does 'cold' mean?,Hot,Low temperature,Warm,Dry,B,Temperature,C1,0.9,-1.9,0.25
Vocabulary,25,What does 'dark' mean?,Bright,Without light,Shiny,Clear,B,Light,C1,0.8,-2.0,0.25
Vocabulary,26,What does 'empty' mean?,Full,Containing nothing,Heavy,Solid,B,Quantity,C1,0.9,-1.8,0.25
Vocabulary,27,What does 'loud' mean?,Quiet,High volume,Soft,Silent,B,Sound,C1,0.8,-1.9,0.25
Vocabulary,28,What does 'clean' mean?,Dirty,Free from dirt,Messy,Wet,B,Cleanliness,C1,0.9,-1.7,0.25
Vocabulary,29,What does 'angry' mean?,Happy,Mad,Calm,Excited,B,Basic Emotions,C1,1.0,-1.6,0.25
Vocabulary,30,What does 'tired' mean?,Energetic,Needing rest,Active,Strong,B,Physical State,C1,1.0,-1.5,0.25
Vocabulary,31,What does 'brave' mean?,Scared,Courageous,Weak,Shy,B,Character,C1,1.1,-1.4,0.25
Vocabulary,32,What does 'simple' mean?,Complex,Easy,Difficult,Fancy,B,Complexity,C1,1.0,-1.5,0.25
Vocabulary,33,What does 'honest' mean?,Lying,Truthful,Cheating,Secretive,B,Character,C1,1.1,-1.3,0.25
Vocabulary,34,What does 'careful' mean?,Careless,Cautious,Reckless,Fast,B,Behavior,C1,1.1,-1.2,0.25
Vocabulary,35,What does 'polite' mean?,Rude,Well-mannered,Mean,Angry,B,Social Behavior,C1,1.2,-1.1,0.25
Vocabulary,36,What does 'anxious' mean?,Calm,Worried,Happy,Relaxed,B,Emotions,C2,1.2,-0.9,0.25
Vocabulary,37,What does 'abundant' mean?,Scarce,Plentiful,Limited,Few,B,Quantity,C2,1.3,-0.8,0.25
Vocabulary,38,What does 'bizarre' mean?,Normal,Strange,Ordinary,Common,B,Description,C2,1.2,-0.7,0.25
Vocabulary,39,What does 'crucial' mean?,Unimportant,Minor,Extremely important,Trivial,C,Importance,C2,1.3,-0.6,0.25
Vocabulary,40,What does 'diligent' mean?,Lazy,Hardworking,Slow,Careless,B,Work Ethic,C2,1.4,-0.5,0.25
Vocabulary,41,What does 'elaborate' mean?,Simple,Basic,Detailed,Plain,C,Complexity,C2,1.3,-0.4,0.25
Vocabulary,42,What does 'feasible' mean?,Impossible,Possible,Difficult,Unlikely,B,Possibility,C2,1.4,-0.3,0.25
Vocabulary,43,What does 'gracious' mean?,Rude,Harsh,Courteous,Mean,C,Social Behavior,C2,1.3,-0.2,0.25
Vocabulary,44,What does 'humble' mean?,Proud,Modest,Arrogant,Loud,B,Character,C2,1.4,-0.1,0.25
Vocabulary,45,What does 'imminent' mean?,Distant,Past,About to happen,Unlikely,C,Time,C2,1.5,0.0,0.25
Vocabulary,46,What does 'ambiguous' mean?,Clear,Obvious,Unclear,Simple,C,Clarity,C3,1.5,0.1,0.25
Vocabulary,47,What does 'benevolent' mean?,Cruel,Evil,Kind,Mean,C,Character,C3,1.6,0.2,0.25
Vocabulary,48,What does 'coherent' mean?,Confused,Logical,Scattered,Random,B,Logic,C3,1.5,0.3,0.25
Vocabulary,49,What does 'dubious' mean?,Certain,Doubtful,Clear,Obvious,B,Certainty,C3,1.6,0.4,0.25
Vocabulary,50,What does 'enigmatic' mean?,Clear,Simple,Mysterious,Obvious,C,Mystery,C3,1.7,0.5,0.25
Vocabulary,51,What does 'facetious' mean?,Serious,Treating serious issues with humor,Angry,Sad,B,Communication,C3,1.6,0.6,0.25
Vocabulary,52,What does 'garrulous' mean?,Quiet,Talkative,Silent,Reserved,B,Communication,C3,1.7,0.7,0.25
Vocabulary,53,What does 'hackneyed' mean?,Original,Fresh,Overused,New,C,Originality,C3,1.8,0.8,0.25
Vocabulary,54,What does 'impetuous' mean?,Careful,Cautious,Acting without thinking,Slow,C,Behavior,C3,1.7,0.9,0.25
Vocabulary,55,What does 'judicious' mean?,Foolish,Reckless,Having good judgment,Careless,C,Judgment,C3,1.8,1.0,0.25
Vocabulary,56,What does 'acrimonious' mean?,Friendly,Bitter and angry,Pleasant,Sweet,B,Emotions,C4,1.9,1.1,0.25
Vocabulary,57,What does 'bellicose' mean?,Peaceful,Aggressive,Calm,Friendly,B,Behavior,C4,2.0,1.2,0.25
Vocabulary,58,What does 'capricious' mean?,Predictable,Unpredictable,Stable,Consistent,B,Behavior,C4,1.9,1.3,0.25
Vocabulary,59,What does 'deleterious' mean?,Beneficial,Helpful,Harmful,Positive,C,Effects,C4,2.0,1.4,0.25
Vocabulary,60,What does 'ebullient' mean?,Depressed,Cheerful and enthusiastic,Sad,Quiet,B,Emotions,C4,2.1,1.5,0.25
Vocabulary,61,What does 'fastidious' mean?,Careless,Very attentive to detail,Sloppy,Quick,B,Attention,C4,2.0,1.6,0.25
Vocabulary,62,What does 'grandiloquent' mean?,Simple,Plain,Pompous in speech,Quiet,C,Communication,C4,2.1,1.7,0.25
Vocabulary,63,What does 'hegemony' mean?,Weakness,Dominance,Equality,Balance,B,Power,C4,2.2,1.8,0.25
Vocabulary,64,What does 'iconoclast' mean?,Conformist,Traditional,One who attacks cherished beliefs,Follower,C,Philosophy,C4,2.2,1.9,0.25
Vocabulary,65,What does 'jejune' mean?,Interesting,Sophisticated,Naive and simplistic,Complex,C,Description,C4,2.3,2.0,0.25
Vocabulary,66,What does 'kind' mean?,Mean,Nice,Cruel,Harsh,B,Basic Character,C1,0.9,-1.8,0.25
Vocabulary,67,What does 'strong' mean?,Weak,Powerful,Fragile,Soft,B,Physical,C1,0.9,-1.7,0.25
Vocabulary,68,What does 'beautiful' mean?,Ugly,Attractive,Plain,Horrible,B,Appearance,C1,1.0,-1.6,0.25
Vocabulary,69,What does 'dangerous' mean?,Safe,Harmful,Secure,Protected,B,Safety,C1,1.1,-1.4,0.25
Vocabulary,70,What does 'ancient' mean?,New,Modern,Very old,Recent,C,Time,C1,1.1,-1.3,0.25
Vocabulary,71,What does 'adequate' mean?,Insufficient,Enough,Excessive,Perfect,B,Quantity,C2,1.3,-0.7,0.25
Vocabulary,72,What does 'authentic' mean?,Fake,Genuine,False,Copied,B,Authenticity,C2,1.4,-0.5,0.25
Vocabulary,73,What does 'benign' mean?,Harmful,Dangerous,Harmless,Evil,C,Nature,C2,1.4,-0.3,0.25
Vocabulary,74,What does 'candor' mean?,Deception,Honesty,Lies,Secretiveness,B,Communication,C2,1.5,-0.1,0.25
Vocabulary,75,What does 'deteriorate' mean?,Improve,Get worse,Stabilize,Maintain,B,Change,C2,1.5,0.0,0.25
Vocabulary,76,What does 'esoteric' mean?,Common,Popular,Understood by few,Simple,C,Knowledge,C3,1.7,0.4,0.25
Vocabulary,77,What does 'fallacious' mean?,True,Based on false reasoning,Correct,Logical,B,Logic,C3,1.8,0.6,0.25
Vocabulary,78,What does 'gregarious' mean?,Solitary,Sociable,Quiet,Shy,B,Social,C3,1.7,0.7,0.25
Vocabulary,79,What does 'heuristic' mean?,Exact,Using experience to learn,Theoretical,Impractical,B,Learning,C3,1.8,0.9,0.25
Vocabulary,80,What does 'idiosyncratic' mean?,Common,Typical,Peculiar to individual,Normal,C,Individuality,C3,1.9,1.0,0.25
Vocabulary,81,What does 'antediluvian' mean?,Modern,Extremely old,Recent,Contemporary,B,Time,C4,2.3,2.1,0.25
Vocabulary,82,What does 'bowdlerize' mean?,Enhance,Remove offensive parts,Add content,Clarify,B,Literature,C4,2.4,2.2,0.25
Vocabulary,83,What does 'cachinnate' mean?,Whisper,Laugh loudly,Cry,Scream,B,Sound,C4,2.4,2.3,0.25
Vocabulary,84,What does 'defenestration' mean?,Building,Throwing out a window,Entering,Climbing,B,Action,C4,2.5,2.4,0.25
Vocabulary,85,What does 'eleemosynary' mean?,Selfish,Charitable,Greedy,Commercial,B,Character,C4,2.5,2.5,0.25
Vocabulary,86,What does 'accessible' mean?,Unreachable,Easy to reach,Difficult,Hidden,B,Accessibility,C2,1.2,-0.8,0.25
Vocabulary,87,What does 'collaborate' mean?,Compete,Work together,Fight,Oppose,B,Cooperation,C2,1.3,-0.6,0.25
Vocabulary,88,What does 'diverse' mean?,Same,Varied,Uniform,Identical,B,Variety,C2,1.3,-0.4,0.25
Vocabulary,89,What does 'ethical' mean?,Immoral,Moral,Wrong,Evil,B,Morality,C2,1.4,-0.2,0.25
Vocabulary,90,What does 'fundamental' mean?,Minor,Basic,Trivial,Optional,B,Importance,C2,1.4,-0.0,0.25
Vocabulary,91,What does 'articulate' mean?,Unclear,Express clearly,Mumble,Confused,B,Communication,C3,1.5,0.15,0.25
Vocabulary,92,What does 'belligerent' mean?,Peaceful,Hostile,Calm,Friendly,B,Behavior,C3,1.6,0.25,0.25
Vocabulary,93,What does 'contemporary' mean?,Ancient,Modern,Old,Historical,B,Time,C3,1.5,0.35,0.25
Vocabulary,94,What does 'divergent' mean?,Similar,Different,Same,Parallel,B,Direction,C3,1.6,0.45,0.25
Vocabulary,95,What does 'empirical' mean?,Theoretical,Based on observation,Imaginary,Assumed,B,Science,C3,1.7,0.55,0.25
Vocabulary,96,What does 'aesthetic' mean?,Ugly,Related to beauty,Practical,Functional,B,Art,C3,1.6,0.65,0.25
Vocabulary,97,What does 'bureaucratic' mean?,Simple,Complex administrative,Direct,Personal,B,Administration,C3,1.7,0.75,0.25
Vocabulary,98,What does 'catalyst' mean?,Barrier,Something that causes change,Stopper,Block,B,Change,C3,1.8,0.85,0.25
Vocabulary,99,What does 'dichotomy' mean?,Unity,Division into two,Agreement,Harmony,B,Division,C3,1.8,0.95,0.25
Vocabulary,100,What does 'eclectic' mean?,Narrow,From various sources,Limited,Focused,B,Variety,C3,1.7,0.8,0.25
Vocabulary,101,What does 'small' mean?,Big,Tiny,Large,Huge,B,Size,C1,0.8,-2.1,0.25
Vocabulary,102,What does 'old' mean?,Young,Aged,New,Fresh,B,Age,C1,0.8,-2.0,0.25
Vocabulary,103,What does 'good' mean?,Bad,Positive,Evil,Wrong,B,Quality,C1,0.9,-1.9,0.25
Vocabulary,104,What does 'hard' mean?,Soft,Difficult,Easy,Simple,B,Difficulty,C1,0.9,-1.8,0.25
Vocabulary,105,What does 'near' mean?,Far,Close,Distant,Remote,B,Distance,C1,0.9,-1.7,0.25
Vocabulary,106,What does 'accept' mean?,Reject,Receive,Refuse,Deny,B,Action,C2,1.2,-0.9,0.25
Vocabulary,107,What does 'achieve' mean?,Fail,Accomplish,Lose,Miss,B,Success,C2,1.3,-0.7,0.25
Vocabulary,108,What does 'analyze' mean?,Ignore,Examine,Overlook,Guess,B,Thinking,C2,1.4,-0.5,0.25
Vocabulary,109,What does 'benefit' mean?,Harm,Advantage,Damage,Loss,B,Advantage,C2,1.3,-0.3,0.25
Vocabulary,110,What does 'conflict' mean?,Agreement,Disagreement,Peace,Harmony,B,Disagreement,C2,1.4,-0.1,0.25
Vocabulary,111,What does 'aberrant' mean?,Normal,Deviating from normal,Typical,Standard,B,Deviation,C3,1.6,0.12,0.25
Vocabulary,112,What does 'bolster' mean?,Weaken,Support,Destroy,Diminish,B,Support,C3,1.5,0.22,0.25
Vocabulary,113,What does 'circumspect' mean?,Careless,Careful,Reckless,Bold,B,Caution,C3,1.6,0.32,0.25
Vocabulary,114,What does 'delineate' mean?,Blur,Describe precisely,Confuse,Hide,B,Description,C3,1.7,0.42,0.25
Vocabulary,115,What does 'efficacious' mean?,Ineffective,Effective,Useless,Harmful,B,Effectiveness,C3,1.8,0.52,0.25
Vocabulary,116,What does 'fluctuate' mean?,Stabilize,Vary,Remain,Fix,B,Change,C3,1.6,0.62,0.25
Vocabulary,117,What does 'germane' mean?,Irrelevant,Relevant,Unrelated,Foreign,B,Relevance,C3,1.7,0.72,0.25
Vocabulary,118,What does 'harbinger' mean?,Ending,Forerunner,Result,Conclusion,B,Prediction,C3,1.8,0.82,0.25
Vocabulary,119,What does 'immutable' mean?,Changeable,Unchangeable,Variable,Flexible,B,Change,C3,1.8,0.92,0.25
Vocabulary,120,What does 'juxtapose' mean?,Separate,Place side by side,Mix,Blend,B,Position,C3,1.7,0.77,0.25
Vocabulary,121,What does 'apotheosis' mean?,Beginning,Perfect example,Failure,Weakness,B,Perfection,C4,2.0,1.15,0.25
Vocabulary,122,What does 'blandishment' mean?,Criticism,Flattery,Truth,Insult,B,Persuasion,C4,2.1,1.25,0.25
Vocabulary,123,What does 'calumny' mean?,Praise,Slander,Truth,Compliment,B,Defamation,C4,2.1,1.35,0.25
Vocabulary,124,What does 'denouement' mean?,Beginning,Final resolution,Introduction,Middle,B,Literature,C4,2.2,1.45,0.25
Vocabulary,125,What does 'effrontery' mean?,Shyness,Shameless boldness,Modesty,Fear,B,Behavior,C4,2.2,1.55,0.25
Vocabulary,126,What does 'feckless' mean?,Responsible,Ineffective,Capable,Strong,B,Character,C4,2.1,1.65,0.25
Vocabulary,127,What does 'gainsay' mean?,Agree,Deny,Support,Confirm,B,Opposition,C4,2.2,1.75,0.25
Vocabulary,128,What does 'hagiography' mean?,Criticism,Biography of saints,Fiction,Poetry,B,Literature,C4,2.3,1.85,0.25
Vocabulary,129,What does 'ignominious' mean?,Glorious,Shameful,Proud,Honorable,B,Shame,C4,2.3,1.95,0.25
Vocabulary,130,What does 'jingoism' mean?,Pacifism,Extreme patriotism,Neutrality,Diplomacy,B,Politics,C4,2.4,2.05,0.25
Vocabulary,131,What does 'warm' mean?,Cold,Hot,Freezing,Icy,B,Temperature,C1,0.8,-1.85,0.25
Vocabulary,132,What does 'rich' mean?,Poor,Wealthy,Broke,Needy,B,Wealth,C1,0.9,-1.75,0.25
Vocabulary,133,What does 'safe' mean?,Dangerous,Secure,Risky,Harmful,B,Safety,C1,0.9,-1.65,0.25
Vocabulary,134,What does 'quiet' mean?,Loud,Silent,Noisy,Booming,B,Sound,C1,0.9,-1.55,0.25
Vocabulary,135,What does 'friendly' mean?,Hostile,Kind,Mean,Angry,B,Social,C1,1.0,-1.45,0.25
Vocabulary,136,What does 'absorb' mean?,Release,Take in,Expel,Reject,B,Process,C2,1.3,-0.85,0.25
Vocabulary,137,What does 'acquire' mean?,Lose,Obtain,Give,Donate,B,Possession,C2,1.3,-0.75,0.25
Vocabulary,138,What does 'adapt' mean?,Resist,Adjust,Fight,Oppose,B,Change,C2,1.4,-0.65,0.25
Vocabulary,139,What does 'advocate' mean?,Oppose,Support,Attack,Criticize,B,Support,C2,1.4,-0.55,0.25
Vocabulary,140,What does 'aggregate' mean?,Separate,Combine,Divide,Split,B,Combination,C2,1.5,-0.45,0.25
Vocabulary,141,What does 'alleviate' mean?,Worsen,Ease,Intensify,Increase,B,Relief,C2,1.4,-0.35,0.25
Vocabulary,142,What does 'ambition' mean?,Laziness,Strong desire to achieve,Apathy,Indifference,B,Motivation,C2,1.4,-0.25,0.25
Vocabulary,143,What does 'amplify' mean?,Reduce,Increase,Minimize,Quiet,B,Increase,C2,1.5,-0.15,0.25
Vocabulary,144,What does 'anticipate' mean?,Ignore,Expect,Forget,Overlook,B,Expectation,C2,1.5,-0.05,0.25
Vocabulary,145,What does 'arbitrary' mean?,Logical,Random,Planned,Systematic,B,Randomness,C2,1.6,0.05,0.25
Vocabulary,146,What does 'ameliorate' mean?,Worsen,Improve,Maintain,Destroy,B,Improvement,C3,1.6,0.18,0.25
Vocabulary,147,What does 'bifurcate' mean?,Unite,Split into two,Merge,Combine,B,Division,C3,1.7,0.28,0.25
Vocabulary,148,What does 'cogent' mean?,Weak,Convincing,Illogical,Confused,B,Logic,C3,1.7,0.38,0.25
Vocabulary,149,What does 'deprecate' mean?,Approve,Disapprove,Praise,Support,B,Disapproval,C3,1.8,0.48,0.25
Vocabulary,150,What does 'equanimity' mean?,Anxiety,Calmness,Excitement,Fear,B,Composure,C3,1.8,0.58,0.25
Vocabulary,151,What does 'felicitous' mean?,Unfortunate,Well-suited,Inappropriate,Wrong,B,Appropriateness,C3,1.7,0.68,0.25
Vocabulary,152,What does 'germinate' mean?,Die,Begin to grow,End,Wither,B,Growth,C3,1.6,0.78,0.25
Vocabulary,153,What does 'heterogeneous' mean?,Same,Diverse,Uniform,Similar,B,Diversity,C3,1.8,0.88,0.25
Vocabulary,154,What does 'impervious' mean?,Permeable,Not allowing passage,Porous,Open,B,Resistance,C3,1.8,0.98,0.25
Vocabulary,155,What does 'jurisprudence' mean?,Lawlessness,Study of law,Crime,Disorder,B,Law,C3,1.9,1.05,0.25
Vocabulary,156,What does 'abstemious' mean?,Gluttonous,Moderate in eating,Excessive,Indulgent,B,Moderation,C4,2.0,1.12,0.25
Vocabulary,157,What does 'bucolic' mean?,Urban,Rural,Metropolitan,Industrial,B,Setting,C4,2.1,1.22,0.25
Vocabulary,158,What does 'chicanery' mean?,Honesty,Trickery,Truth,Sincerity,B,Deception,C4,2.1,1.32,0.25
Vocabulary,159,What does 'didactic' mean?,Entertaining,Instructive,Amusing,Playful,B,Education,C4,2.2,1.42,0.25
Vocabulary,160,What does 'enervate' mean?,Energize,Weaken,Strengthen,Invigorate,B,Energy,C4,2.2,1.52,0.25
Vocabulary,161,What does 'fulsome' mean?,Insufficient,Excessive,Moderate,Balanced,B,Excess,C4,2.2,1.62,0.25
Vocabulary,162,What does 'gaffe' mean?,Success,Social blunder,Achievement,Victory,B,Mistakes,C4,2.1,1.72,0.25
Vocabulary,163,What does 'halcyon' mean?,Stormy,Peaceful,Chaotic,Turbulent,B,Peace,C4,2.3,1.82,0.25
Vocabulary,164,What does 'impecunious' mean?,Wealthy,Poor,Rich,Affluent,B,Poverty,C4,2.3,1.92,0.25
Vocabulary,165,What does 'jocose' mean?,Serious,Playful,Sad,Angry,B,Humor,C4,2.4,2.02,0.25
Vocabulary,166,What does 'kakistocracy' mean?,Rule by best,Rule by worst,Democracy,Monarchy,B,Government,C4,2.5,2.12,0.25
Vocabulary,167,What does 'legerdemain' mean?,Honesty,Sleight of hand,Truth,Openness,B,Deception,C4,2.5,2.22,0.25
Vocabulary,168,What does 'magniloquent' mean?,Quiet,Lofty in speech,Simple,Plain,B,Speech,C4,2.5,2.32,0.25
Vocabulary,169,What does 'nugatory' mean?,Important,Worthless,Valuable,Significant,B,Value,C4,2.6,2.42,0.25
Vocabulary,170,What does 'obsequious' mean?,Defiant,Servile,Proud,Independent,B,Behavior,C4,2.6,2.52,0.25
Vocabulary,171,What does 'wet' mean?,Dry,Moist,Arid,Desert,B,Moisture,C1,0.8,-1.95,0.25
Vocabulary,172,What does 'young' mean?,Old,Not old,Ancient,Elderly,B,Age,C1,0.8,-1.88,0.25
Vocabulary,173,What does 'tall' mean?,Short,High,Low,Small,B,Height,C1,0.9,-1.78,0.25
Vocabulary,174,What does 'wide' mean?,Narrow,Broad,Thin,Slim,B,Width,C1,0.9,-1.68,0.25
Vocabulary,175,What does 'deep' mean?,Shallow,Extending far down,Surface,Top,B,Depth,C1,1.0,-1.58,0.25
Vocabulary,176,What does 'allocate' mean?,Keep,Distribute,Hoard,Save,B,Distribution,C2,1.3,-0.88,0.25
Vocabulary,177,What does 'assess' mean?,Ignore,Evaluate,Neglect,Overlook,B,Evaluation,C2,1.4,-0.78,0.25
Vocabulary,178,What does 'attain' mean?,Lose,Achieve,Fail,Miss,B,Achievement,C2,1.4,-0.68,0.25
Vocabulary,179,What does 'augment' mean?,Decrease,Increase,Reduce,Diminish,B,Increase,C2,1.5,-0.58,0.25
Vocabulary,180,What does 'avert' mean?,Cause,Prevent,Create,Start,B,Prevention,C2,1.5,-0.48,0.25
Vocabulary,181,What does 'abdicate' mean?,Accept,Give up power,Take power,Rule,B,Power,C3,1.6,0.14,0.25
Vocabulary,182,What does 'beatitude' mean?,Misery,Supreme happiness,Sadness,Depression,B,Happiness,C3,1.7,0.24,0.25
Vocabulary,183,What does 'circumvent' mean?,Face,Avoid,Confront,Meet,B,Avoidance,C3,1.7,0.34,0.25
Vocabulary,184,What does 'debilitate' mean?,Strengthen,Weaken,Energize,Empower,B,Weakness,C3,1.8,0.44,0.25
Vocabulary,185,What does 'effulgent' mean?,Dark,Radiant,Dim,Dull,B,Light,C3,1.8,0.54,0.25
Vocabulary,186,What does 'florid' mean?,Plain,Ornate,Simple,Bare,B,Style,C3,1.7,0.64,0.25
Vocabulary,187,What does 'grandstand' mean?,Hide,Perform for attention,Retreat,Whisper,B,Performance,C3,1.7,0.74,0.25
Vocabulary,188,What does 'hirsute' mean?,Bald,Hairy,Smooth,Shaven,B,Appearance,C3,1.8,0.84,0.25
Vocabulary,189,What does 'inimical' mean?,Friendly,Hostile,Supportive,Helpful,B,Hostility,C3,1.8,0.94,0.25
Vocabulary,190,What does 'jettison' mean?,Keep,Discard,Save,Preserve,B,Disposal,C3,1.6,0.70,0.25
Vocabulary,191,What does 'abrogate' mean?,Establish,Abolish,Create,Build,B,Cancellation,C4,2.0,1.08,0.25
Vocabulary,192,What does 'byzantine' mean?,Simple,Complex,Direct,Clear,B,Complexity,C4,2.1,1.18,0.25
Vocabulary,193,What does 'concatenate' mean?,Separate,Link together,Divide,Split,B,Connection,C4,2.1,1.28,0.25
Vocabulary,194,What does 'dilettante' mean?,Expert,Amateur,Professional,Master,B,Expertise,C4,2.2,1.38,0.25
Vocabulary,195,What does 'epistolary' mean?,Oral,Related to letters,Verbal,Spoken,B,Writing,C4,2.2,1.48,0.25
Vocabulary,196,What does 'fugacious' mean?,Permanent,Fleeting,Lasting,Eternal,B,Duration,C4,2.3,1.58,0.25
Vocabulary,197,What does 'gasconade' mean?,Whisper,Boastful talk,Silence,Modesty,B,Boasting,C4,2.3,1.68,0.25
Vocabulary,198,What does 'hiatus' mean?,Continuation,Break,Connection,Flow,B,Interruption,C4,2.0,1.78,0.25
Vocabulary,199,What does 'ineluctable' mean?,Avoidable,Inevitable,Optional,Changeable,B,Inevitability,C4,2.4,1.88,0.25
Vocabulary,200,What does 'jurisprudent' mean?,Lawless,Skilled in law,Criminal,Ignorant,B,Legal Knowledge,C4,2.4,1.98,0.25